name,nationality,year,rating,roles
iM,Romania,2024,1.04,IGL|Pack Rifler|Anchor
Wicadia,Turkey,2024,1.04,Pack Rifler|Anchor
fame,Russia,2024,1.03,Pack Rifler|Anchor
jks,Australia,2024,1.03,Pack Rifler|Anchor
degster,Russia,2024,1.03,AWP
Techno,Mongolia,2024,1.03,Pack Rifler|Anchor
saffee,Brazil,2024,1.03,Pack Rifler|Anchor
yuurih,Brazil,2024,1.03,Pack Rifler|Anchor
Staehr,Denmark,2024,1.03,Pack Rifler|Anchor
lux,Brazil,2024,1.03,Pack Rifler|Anchor
electroNic,Russia,2024,1.02,IGL|Pack Rifler|Anchor
Boombl4,Russia,2024,1.02,IGL|Anchor
bLitz,Mongolia,2024,1.02,IGL|Anchor
mezii,UK,2024,1.02,Pack Rifler|Anchor
ultimate,Poland,2024,1.02,AWP
device,Denmark,2024,1.02,AWP
910,Mongolia,2024,1.02,AWP
rain,Norway,2024,1.01,IGL|Pack Rifler|Anchor
mzinho,Mongolia,2024,1.01,Pack Rifler|Anchor
sjuush,Denmark,2024,1.01,Pack Rifler|Anchor
Ax1Le,Russia,2024,1.01,Pack Rifler|Anchor
Calyx,Turkey,2024,1.01,Pack Rifler|Anchor
hades,Poland,2024,1.01,AWP
nqz,Brazil,2024,1.01,Pack Rifler|Anchor
zorte,Russia,2024,1.00,AWP
Djoko,France,2024,1.00,Pack Rifler|Anchor
HEN1,Brazil,2024,1.00,AWP|Pack Rifler
decenty,Brazil,2024,1.00,Pack Rifler|Anchor
FL1T,Russia,2024,1.00,Pack Rifler|Anchor
Grim,USA,2024,1.00,Pack Rifler|Anchor
felps,Brazil,2024,1.00,Pack Rifler|Anchor
Jame,Russia,2024,1.00,IGL|AWP|Pack Rifler
S1ren,Russia,2024,1.00,Pack Rifler|Anchor
Magisk,Denmark,2024,1.00,IGL|Pack Rifler|Anchor
Kylar,Poland,2024,1.00,Pack Rifler|Anchor
br0,Denmark,2024,0.99,Pack Rifler|Anchor
Lucky,France,2024,0.99,Pack Rifler|Anchor
magixx,Russia,2024,0.99,IGL|Pack Rifler|Anchor
story,Portugal,2024,0.99,Pack Rifler|Anchor
tabseN,Germany,2024,0.99,IGL|Pack Rifler|Anchor
huNter-,Bosnia,2024,0.98,IGL|Pack Rifler|Anchor
volt,Romania,2024,0.98,Pack Rifler|Anchor
n0rb3r7,Russia,2024,0.98,Pack Rifler|Anchor
HUASOPEEK,Chile,2024,0.98,Pack Rifler|Anchor
KaiR0N-,Russia,2024,0.97,Pack Rifler|Anchor
snow,Brazil,2024,0.97,Pack Rifler|Anchor
Maden,Montenegro,2024,0.97,Pack Rifler|Anchor
syrsoN,Germany,2024,0.97,AWP
drop,Brazil,2024,0.97,Pack Rifler|Anchor
skullz,Brazil,2024,0.97,Pack Rifler|Anchor
noway,Brazil,2024,0.96,Pack Rifler|Anchor
nicoodoz,Denmark,2024,0.96,AWP|Pack Rifler
acoR,Denmark,2024,0.96,AWP
YEKINDAR,Latvia,2024,0.96,IGL|Pack Rifler|Anchor
floppy,USA,2024,0.96,Pack Rifler|Anchor
kyxsan,North Macedonia,2024,0.96,IGL|Anchor
dycha,Poland,2024,0.95,Pack Rifler|Anchor
prosus,Germany,2024,0.95,Pack Rifler|Anchor
max,Uruguay,2024,0.95,Pack Rifler|Anchor
kauez,Brazil,2024,0.95,Pack Rifler|Anchor
nexa,Serbia,2024,0.95,IGL|Pack Rifler|Anchor
Graviti,France,2024,0.94,Pack Rifler|Anchor
FalleN,Brazil,2024,0.94,IGL|AWP
dupreeh,Denmark,2024,0.94,Pack Rifler|Anchor
siuhy,Poland,2024,0.94,IGL|Anchor
isak,Sweden,2024,0.94,Pack Rifler|Anchor
chopper,Russia,2024,0.94,IGL|Anchor
roman,Portugal,2024,0.94,Pack Rifler|Anchor
gla1ve,Denmark,2024,0.94,IGL|Anchor
Goofy,Poland,2024,0.94,Pack Rifler|Anchor
brnz4n,Brazil,2024,0.93,Pack Rifler|Anchor
MAJ3R,Turkey,2024,0.93,IGL|Anchor
MUTiRiS,Portugal,2024,0.93,Pack Rifler|Anchor
aliStair,Australia,2024,0.93,Pack Rifler|Anchor
s1n,Germany,2024,0.93,Pack Rifler|Anchor
chelo,Brazil,2024,0.93,Pack Rifler|Anchor
VINI,Brazil,2024,0.92,Pack Rifler|Anchor
JT,South Africa,2024,0.92,IGL|Pack Rifler|Anchor
Aleksib,Finland,2024,0.91,IGL|Pack Rifler|Anchor
apEX,France,2024,0.90,IGL|Pack Rifler|Anchor
Snax,Poland,2024,0.89,IGL|Anchor
rigoN,Switzerland,2024,0.89,Pack Rifler|Anchor
Keoz,Belgium,2024,0.88,Pack Rifler|Anchor
Vexite,Australia,2024,0.88,Pack Rifler|Anchor
mir,Russia,2024,0.88,Pack Rifler|Anchor
buda,Argentina,2024,0.88,Pack Rifler|Anchor
cadiaN,Denmark,2024,0.88,IGL|AWP|Pack Rifler
dexter,Australia,2024,0.87,IGL|Pack Rifler|Anchor
karrigan,Denmark,2024,0.86,IGL
Liazz,Australia,2024,0.85,Pack Rifler|Anchor
HooXi,Denmark,2024,0.85,IGL|Anchor
Snappi,Denmark,2024,0.82,IGL|Anchor
nafany,Russia,2024,0.81,IGL|Pack Rifler|Anchor
donk,Russia,2025,1.39,Pack Rifler|Anchor
ZywOo,France,2025,1.32,AWP|Pack Rifler|Anchor
m0NESY,Russia,2025,1.24,AWP
KSCERATO,Brazil,2025,1.19,Pack Rifler|Anchor
sh1ro,Russia,2025,1.19,AWP
Twistzz,Canada,2025,1.16,IGL|Pack Rifler|Anchor
ropz,Estonia,2025,1.16,Pack Rifler|Anchor
frozen,Slovakia,2025,1.16,Pack Rifler|Anchor
kyousuke,Russia,2025,1.16,Pack Rifler|Anchor
XANTARES,Turkey,2025,1.14,Pack Rifler
HeavyGod,Israel,2025,1.13,Pack Rifler|Anchor
molodoy,Kazakhstan,2025,1.12,AWP|Pack Rifler
NiKo,Bosnia,2025,1.12,IGL|Pack Rifler|Anchor
Senzu,Mongolia,2025,1.12,Pack Rifler|Anchor
tN1R,Belarus,2025,1.12,Pack Rifler|Anchor
latto,Brazil,2025,1.11,Pack Rifler|Anchor
flameZ,Israel,2025,1.11,Pack Rifler|Anchor
PR,Czechia,2025,1.11,Pack Rifler|Anchor
Spinx,Israel,2025,1.11,Pack Rifler|Anchor
JamYoung,China,2025,1.11,Pack Rifler|Anchor
YEKINDAR,Latvia,2025,1.10,IGL|Pack Rifler|Anchor
MATYS,Slovakia,2025,1.10,Pack Rifler|Anchor
REZ,Sweden,2025,1.10,Pack Rifler|Anchor
Wicadia,Turkey,2025,1.09,Pack Rifler|Anchor
iM,Romania,2025,1.09,IGL|Pack Rifler|Anchor
Grim,USA,2025,1.09,Pack Rifler|Anchor
EliGE,USA,2025,1.09,Pack Rifler
b1t,Ukraine,2025,1.08,Pack Rifler|Anchor
xertioN,Israel,2025,1.08,IGL|Pack Rifler|Anchor
w0nderful,Ukraine,2025,1.08,AWP
npl,Ukraine,2025,1.08,Pack Rifler|Anchor
mezii,UK,2025,1.08,Pack Rifler|Anchor
FL1T,Russia,2025,1.07,Pack Rifler|Anchor
makazze,Kosovo,2025,1.07,Pack Rifler|Anchor
insani,Brazil,2025,1.07,Pack Rifler|Anchor
zont1x,Ukraine,2025,1.06,Pack Rifler|Anchor
Staehr,Denmark,2025,1.06,Pack Rifler|Anchor
torzsi,Hungary,2025,1.06,AWP
jL,Lithuania,2025,1.05,Pack Rifler|Anchor
yuurih,Brazil,2025,1.05,Pack Rifler|Anchor
nqz,Brazil,2025,1.05,Pack Rifler|Anchor
Starry,China,2025,1.05,Pack Rifler|Anchor
z4KR,China,2025,1.05,Pack Rifler|Anchor
mzinho,Mongolia,2025,1.04,Pack Rifler|Anchor
Maka,France,2025,1.04,AWP
stavn,Denmark,2025,1.04,AWP|Pack Rifler|Anchor
xfl0ud,Turkey,2025,1.04,Pack Rifler|Anchor
kensizor,Ukraine,2025,1.04,Pack Rifler|Anchor
nilo,Sweden,2025,1.04,Pack Rifler|Anchor
woxic,Turkey,2025,1.04,AWP
910,Mongolia,2025,1.04,AWP
esenthial,Ukraine,2025,1.04,Pack Rifler|Anchor
fame,Russia,2025,1.04,Pack Rifler|Anchor
Moseyuh,China,2025,1.04,Pack Rifler|Anchor
Jimpphat,Finland,2025,1.04,Pack Rifler|Anchor
dumau,Brazil,2025,1.03,Pack Rifler|Anchor
hallzerk,Norway,2025,1.03,AWP
malbsMd,Guatemala,2025,1.03,Pack Rifler|Anchor
device,Denmark,2025,1.03,AWP
NertZ,Israel,2025,1.02,Pack Rifler|Anchor
jabbi,Denmark,2025,1.02,Pack Rifler|Anchor
broky,Latvia,2025,1.02,AWP|Pack Rifler
rain,Norway,2025,1.02,IGL|Pack Rifler|Anchor
bodyy,France,2025,1.02,Pack Rifler|Anchor
dgt,Uruguay,2025,1.02,Pack Rifler|Anchor
Lake,USA,2025,1.02,Pack Rifler|Anchor
Alkaren,Kazakhstan,2025,1.02,Pack Rifler|Anchor
SunPayus,Spain,2025,1.02,AWP
saadzin,Brazil,2025,1.02,Pack Rifler|Anchor
Tauson,Denmark,2025,1.02,Pack Rifler|Anchor
Lucky,France,2025,1.02,Pack Rifler|Anchor
n1ssim,Brazil,2025,1.02,Pack Rifler|Anchor
degster,Russia,2025,1.01,AWP
slaxz-,Germany,2025,1.01,AWP
jcobbb,Poland,2025,1.01,Pack Rifler|Anchor
Ex3rcice,France,2025,1.01,Pack Rifler|Anchor
hyped,Germany,2025,1.01,Pack Rifler|Anchor
jottAAA,Turkey,2025,1.00,Pack Rifler|Anchor
TeSeS,Denmark,2025,1.00,Pack Rifler|Anchor
magixx,Russia,2025,1.00,IGL|Pack Rifler|Anchor
ultimate,Poland,2025,1.00,AWP
bLitz,Mongolia,2025,1.00,IGL|Anchor
dav1deuS,Chile,2025,0.99,Pack Rifler|Anchor
Mercury,China,2025,0.99,Pack Rifler|Anchor
ICY,Kazakhstan,2025,0.99,Pack Rifler|Anchor
Ag1l,Portugal,2025,0.99,Pack Rifler|Anchor
sl3nd,Hungary,2025,0.98,Pack Rifler|Anchor
Cxzi,USA,2025,0.98,Pack Rifler|Anchor
hades,Poland,2025,0.97,AWP
skullz,Brazil,2025,0.97,Pack Rifler|Anchor
JT,South Africa,2025,0.97,IGL|Pack Rifler|Anchor
Techno,Mongolia,2025,0.97,Pack Rifler|Anchor
story,Portugal,2025,0.97,Pack Rifler|Anchor
huNter-,Bosnia,2025,0.97,IGL|Pack Rifler|Anchor
biguzera,Brazil,2025,0.97,Pack Rifler|Anchor
yxngstxr,Sweden,2025,0.97,Pack Rifler|Anchor
Jee,China,2025,0.97,Pack Rifler|Anchor
FL4MUS,Russia,2025,0.97,Pack Rifler|Anchor
Krimbo,Germany,2025,0.96,Pack Rifler|Anchor
Magisk,Denmark,2025,0.96,IGL|Pack Rifler|Anchor
NAF,Canada,2025,0.96,Pack Rifler|Anchor
Graviti,France,2025,0.96,Pack Rifler|Anchor
kyxsan,North Macedonia,2025,0.96,IGL|Anchor
JDC,Germany,2025,0.96,Pack Rifler|Anchor
electroNic,Russia,2025,0.96,IGL|Pack Rifler|Anchor
alex666,Ukraine,2025,0.95,Pack Rifler|Anchor
tabseN,Germany,2025,0.95,IGL|Pack Rifler|Anchor
zweih,Russia,2025,0.95,Pack Rifler|Anchor
Perfecto,Russia,2025,0.95,IGL|Pack Rifler|Anchor
headtr1ck,Ukraine,2025,0.95,Pack Rifler|Anchor
Brollan,Sweden,2025,0.94,IGL|Pack Rifler|Anchor
jks,Australia,2025,0.94,Pack Rifler|Anchor
snow,Brazil,2025,0.93,Pack Rifler|Anchor
lux,Brazil,2025,0.93,Pack Rifler|Anchor
Westmelon,China,2025,0.93,Pack Rifler|Anchor
nicx,USA,2025,0.92,Pack Rifler|Anchor
s1n,Germany,2025,0.92,Pack Rifler|Anchor
apEX,France,2025,0.92,IGL|Pack Rifler|Anchor
Swisher,USA,2025,0.92,Pack Rifler|Anchor
MUTiRiS,Portugal,2025,0.92,Pack Rifler|Anchor
saffee,Brazil,2025,0.92,Pack Rifler|Anchor
kyuubii,Germany,2025,0.91,Pack Rifler|Anchor
HooXi,Denmark,2025,0.91,IGL|Anchor
exit,Brazil,2025,0.91,Pack Rifler|Anchor
chelo,Brazil,2025,0.91,Pack Rifler|Anchor
Aleksib,Finland,2025,0.90,IGL|Pack Rifler|Anchor
FalleN,Brazil,2025,0.90,IGL|AWP
EmiliaQAQ,China,2025,0.90,Pack Rifler|Anchor
Snax,Poland,2025,0.90,IGL|Anchor
hypex,Poland,2025,0.89,Pack Rifler|Anchor
siuhy,Poland,2025,0.89,IGL|Anchor
Lucaozy,Brazil,2025,0.89,Pack Rifler|Anchor
chopper,Russia,2025,0.89,IGL|Anchor
LNZ,Sweden,2025,0.89,IGL|Pack Rifler|Anchor
brnz4n,Brazil,2025,0.89,Pack Rifler|Anchor
kauez,Brazil,2025,0.88,Pack Rifler|Anchor
C4LLM3SU3,China,2025,0.88,Pack Rifler|Anchor
ztr,Sweden,2025,0.86,Anchor
Attacker,China,2025,0.86,Pack Rifler|Anchor
MAJ3R,Turkey,2025,0.86,IGL|Anchor
karrigan,Denmark,2025,0.85,IGL
cadiaN,Denmark,2025,0.84,IGL|AWP|Pack Rifler
